report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
2023-12-06,1664427364.1701877506,12973,1701888197,2023/12/06/10/47/45,Event - Product View,L-Selenomethionine 5000 DCP (Selenium 0.5%) by Stellence Pharmscience Private Limited ||| 69090-STEL
2023-12-06,1664427364.1701877506,12973,1701898589,2023/12/06/13/38/34,Event - Product View,Whey Protein Concentrate 80% Instant by Hi-Tech Pharma ||| 106711-HITECH-10260
2023-12-06,1664427364.1701877506,12973,1701898589,2023/12/06/13/45/20,Event - Product View,Instant Whey Protein Isolate 90% by Hi-Tech Pharma ||| 107343-HITECH-10260
2023-12-06,1675025325.1696476725,19645,1701850699,2023/12/06/24/25/13,Event - Product View,Chicory Root Powder Steam Treated by JK Botanicals ||| 107216-JKBP-12306
2023-12-06,1675025325.1696476725,19645,1701850699,2023/12/06/24/26/13,Event - Product View,"Chicory Root, Roasted Powder by American Botanicals ||| 107707-AMERICANBOTANICALS-11671"
2023-12-06,1682712682.1698181195,7236,1701889022,2023/12/06/10/57/43,Event - Product View,Organic Whole Elderberry Fruit by Mueggenburg USA ||| 108755-MUEGGEN-12533
2023-12-06,1712931413.1681231270,9616,1701903062,2023/12/06/15/01/15,Event - Product View,GABA by Sichuan Tongsheng ||| 91200-TONGSHENG-99999
2023-12-06,173015059.1681494770,10747,1701884448,2023/12/06/09/41/11,Event - Product View,Shilajit Extract 40% Fulvic Acid by Novel Nutrientss ||| 85419-NOVEL-12874
2023-12-06,1730230237.1700517489,21701,1701896985,2023/12/06/13/21/45,Event - Product View,Niacin by Brother ||| 14030-JXBROTHER-10322
2023-12-06,1730230237.1700517489,21701,1701896985,2023/12/06/13/27/26,Event - Product View,Niacin USP by Jubilant Ingrevia ||| 14030-JUBILANTINGREVIA-99999
2023-12-06,1758122414.1694642526,90,1701893397,2023/12/06/12/11/23,Event - Product View,Medium Grain Brown Fine Rice Flour (80251) by Western Foods ||| 99579-WESTERNF-99999
2023-12-06,1765049563.1677159432,1526,1701869354,2023/12/06/05/29/22,Event - Product View,Mannitol by BMSG ||| 22310-BRIGHTMOON-11327
2023-12-06,1798251998.1636041925,612,1701900571,2023/12/06/14/44/48,Event - Product View,Sodium Hyaluronate (0.80-1.50MDa) by FocusFreda ||| 33410-FOCUSCHEM-11018
2023-12-06,1802616197.1696863036,239,1701882742,2023/12/06/09/12/53,Event - Product View,Creatine Mono 80 Mesh by HK Pharmaceutical Technology ||| 37700-NINGXIA-10106
2023-12-06,1802616197.1696863036,239,1701903986,2023/12/06/15/07/42,Event - Product View,Citric Acid USP 10-40 Mesh by Sunshine ||| 63801-SUNSHINE-10062
